BRCD,BRANCH,CIRCLE,NETWORK,MOD NO,MODULE,REG NO,BGL,BGLDESC,BALANCE,BM_MOBILE
787,AGRI COMM BRANCH TIRUPATTUR             ,CHENNAI,2,22,TRICHY,3,98655,SUSP - SC CONTRA AC,-1236949,
787,AGRI COMM BRANCH TIRUPATTUR             ,CHENNAI,2,22,TRICHY,3,98602,INTER OFFICE INSTRUMENTS AC,40637040.64,
787,AGRI COMM BRANCH TIRUPATTUR             ,CHENNAI,2,22,TRICHY,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,4118082.57,
787,AGRI COMM BRANCH TIRUPATTUR             ,CHENNAI,2,22,TRICHY,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-1697.2,
787,AGRI COMM BRANCH TIRUPATTUR             ,CHENNAI,2,22,TRICHY,3,3199844,ATM EXCESS CASH ACCOUNT,2849,
787,AGRI COMM BRANCH TIRUPATTUR             ,CHENNAI,2,22,TRICHY,3,98746,SD - EXCESS CASH,500,
787,AGRI COMM BRANCH TIRUPATTUR             ,CHENNAI,2,22,TRICHY,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,9100,
787,AGRI COMM BRANCH TIRUPATTUR             ,CHENNAI,2,22,TRICHY,3,98751,SUNDRY DEPOSITS-OTHERS,374724,
791,NILAKOTTAI                              ,CHENNAI,2,22,TRICHY,4,98731,SUSPENSE - OTHERS,-147994.78,
791,NILAKOTTAI                              ,CHENNAI,2,22,TRICHY,4,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,92,
791,NILAKOTTAI                              ,CHENNAI,2,22,TRICHY,4,98655,SUSP - SC CONTRA AC,-18274,
791,NILAKOTTAI                              ,CHENNAI,2,22,TRICHY,4,98656,SUSP - SC CONTRA AC,18274,
791,NILAKOTTAI                              ,CHENNAI,2,22,TRICHY,4,98602,INTER OFFICE INSTRUMENTS AC,477482441.8,
791,NILAKOTTAI                              ,CHENNAI,2,22,TRICHY,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,5315596.59,
791,NILAKOTTAI                              ,CHENNAI,2,22,TRICHY,4,98576,SD . UNIDENTIFIED CREDITS . CASH B,1000,
791,NILAKOTTAI                              ,CHENNAI,2,22,TRICHY,4,3199844,ATM EXCESS CASH ACCOUNT,70400,
791,NILAKOTTAI                              ,CHENNAI,2,22,TRICHY,4,98746,SD - EXCESS CASH,11500,
791,NILAKOTTAI                              ,CHENNAI,2,22,TRICHY,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,371000,
791,NILAKOTTAI                              ,CHENNAI,2,22,TRICHY,4,98751,SUNDRY DEPOSITS-OTHERS,28428.79,
793,ARKONAM                                 ,CHENNAI,1,11,CHENNAI NORTH,5,98728,SUSPENSE - ADHOC PAYMENTS,-27104,
793,ARKONAM                                 ,CHENNAI,1,11,CHENNAI NORTH,5,98731,SUSPENSE - OTHERS,-32200.6,
793,ARKONAM                                 ,CHENNAI,1,11,CHENNAI NORTH,5,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,2450,
793,ARKONAM                                 ,CHENNAI,1,11,CHENNAI NORTH,5,98656,SUSP - SC CONTRA AC,-8002328,
793,ARKONAM                                 ,CHENNAI,1,11,CHENNAI NORTH,5,98655,SUSP - SC CONTRA AC,8002328,
793,ARKONAM                                 ,CHENNAI,1,11,CHENNAI NORTH,5,98602,INTER OFFICE INSTRUMENTS AC,-2397104249,
793,ARKONAM                                 ,CHENNAI,1,11,CHENNAI NORTH,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,10146528.16,
793,ARKONAM                                 ,CHENNAI,1,11,CHENNAI NORTH,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-21009.44,
793,ARKONAM                                 ,CHENNAI,1,11,CHENNAI NORTH,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,504539.68,
793,ARKONAM                                 ,CHENNAI,1,11,CHENNAI NORTH,5,98751,SUNDRY DEPOSITS-OTHERS,20243.9,
793,ARKONAM                                 ,CHENNAI,1,11,CHENNAI NORTH,5,3199844,ATM EXCESS CASH ACCOUNT,536256.07,
793,ARKONAM                                 ,CHENNAI,1,11,CHENNAI NORTH,5,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),250573,
795,SANKARANAYINARKOIL                      ,CHENNAI,2,21,MADURAI,3,98731,SUSPENSE - OTHERS,-30000,
795,SANKARANAYINARKOIL                      ,CHENNAI,2,21,MADURAI,3,4897945,Sys. Suspense Govt. Challan with clg cheque,6328,
795,SANKARANAYINARKOIL                      ,CHENNAI,2,21,MADURAI,3,98602,INTER OFFICE INSTRUMENTS AC,26717320.35,
795,SANKARANAYINARKOIL                      ,CHENNAI,2,21,MADURAI,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,9017524.76,
795,SANKARANAYINARKOIL                      ,CHENNAI,2,21,MADURAI,3,98582,CUST AC DEBITED - ATM CASH NOT DISBURSED,1000,
795,SANKARANAYINARKOIL                      ,CHENNAI,2,21,MADURAI,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-5500,
795,SANKARANAYINARKOIL                      ,CHENNAI,2,21,MADURAI,3,3199844,ATM EXCESS CASH ACCOUNT,538766,
795,SANKARANAYINARKOIL                      ,CHENNAI,2,21,MADURAI,3,98576,SD . UNIDENTIFIED CREDITS . CASH B,131000,
795,SANKARANAYINARKOIL                      ,CHENNAI,2,21,MADURAI,3,98751,SUNDRY DEPOSITS-OTHERS,1173748,
795,SANKARANAYINARKOIL                      ,CHENNAI,2,21,MADURAI,3,4897932,INWARD SUBSIDY REMIT - NEFT/RTGS,259500,
795,SANKARANAYINARKOIL                      ,CHENNAI,2,21,MADURAI,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,87000,
796,PERAMBALUR                              ,CHENNAI,3,32,SALEM,3,98728,SUSPENSE - ADHOC PAYMENTS,-3500,
796,PERAMBALUR                              ,CHENNAI,3,32,SALEM,3,98731,SUSPENSE - OTHERS,-70648.62,
796,PERAMBALUR                              ,CHENNAI,3,32,SALEM,3,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,1800,
796,PERAMBALUR                              ,CHENNAI,3,32,SALEM,3,4898587,Diff in parking ac with INB facility,3005962,
796,PERAMBALUR                              ,CHENNAI,3,32,SALEM,3,98602,INTER OFFICE INSTRUMENTS AC,-361248869.6,
796,PERAMBALUR                              ,CHENNAI,3,32,SALEM,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,10305835.87,
796,PERAMBALUR                              ,CHENNAI,3,32,SALEM,3,3199844,ATM EXCESS CASH ACCOUNT,1293400,
796,PERAMBALUR                              ,CHENNAI,3,32,SALEM,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,422500,
796,PERAMBALUR                              ,CHENNAI,3,32,SALEM,3,4897932,INWARD SUBSIDY REMIT - NEFT/RTGS,310500,
796,PERAMBALUR                              ,CHENNAI,3,32,SALEM,3,98751,SUNDRY DEPOSITS-OTHERS,3822373,
797,PAPANASAM                               ,CHENNAI,2,22,TRICHY,2,98731,SUSPENSE - OTHERS,-205545,
797,PAPANASAM                               ,CHENNAI,2,22,TRICHY,2,98728,SUSPENSE - ADHOC PAYMENTS,-1000,
797,PAPANASAM                               ,CHENNAI,2,22,TRICHY,2,4898587,Diff in parking ac with INB facility,551446,
797,PAPANASAM                               ,CHENNAI,2,22,TRICHY,2,98602,INTER OFFICE INSTRUMENTS AC,118855979.6,
797,PAPANASAM                               ,CHENNAI,2,22,TRICHY,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,2260098.34,
797,PAPANASAM                               ,CHENNAI,2,22,TRICHY,2,98593,RTGS REJECTED TXNS AC,216450,
797,PAPANASAM                               ,CHENNAI,2,22,TRICHY,2,3199844,ATM EXCESS CASH ACCOUNT,40300,
797,PAPANASAM                               ,CHENNAI,2,22,TRICHY,2,3199304,SUNDRY DEPOSIT NEFT-GRPT FAILED TX,150000,
797,PAPANASAM                               ,CHENNAI,2,22,TRICHY,2,98751,SUNDRY DEPOSITS-OTHERS,259500,
797,PAPANASAM                               ,CHENNAI,2,22,TRICHY,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,103400,
799,KODAIKANAL                              ,CHENNAI,2,22,TRICHY,4,98731,SUSPENSE - OTHERS,-11905.71,
799,KODAIKANAL                              ,CHENNAI,2,22,TRICHY,4,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,94015,
799,KODAIKANAL                              ,CHENNAI,2,22,TRICHY,4,4898587,Diff in parking ac with INB facility,66171,
799,KODAIKANAL                              ,CHENNAI,2,22,TRICHY,4,98602,INTER OFFICE INSTRUMENTS AC,175888783.1,
799,KODAIKANAL                              ,CHENNAI,2,22,TRICHY,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,4167289.06,
799,KODAIKANAL                              ,CHENNAI,2,22,TRICHY,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-3511.8,
799,KODAIKANAL                              ,CHENNAI,2,22,TRICHY,4,3199844,ATM EXCESS CASH ACCOUNT,317400,
799,KODAIKANAL                              ,CHENNAI,2,22,TRICHY,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,339200,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,98602,INTER OFFICE INSTRUMENTS AC,2852551663,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,41975405.17,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-1080000,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,3199304,SUNDRY DEPOSIT NEFT-GRPT FAILED TX,317000,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,98576,SD . UNIDENTIFIED CREDITS . CASH B,2004,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,3199844,ATM EXCESS CASH ACCOUNT,2512700,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,98751,SUNDRY DEPOSITS-OTHERS,8857751,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,116500,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),11687,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-170010,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,3199842,ATM CASH INTERMEDIATE ACCOUNT,-152280000,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,98731,SUSPENSE - OTHERS,-2714044,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,3199845,ATM EXCESS CASH FOUND ACCOUNT,-10000,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,4597997,INB MISCELLANEOUS CREDIT IMPS,804,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,4599274,ATM SHORT CASH ACCOUNT,-30500,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,16614,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,98655,SUSP - SC CONTRA AC,-2463413,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,98656,SUSP - SC CONTRA AC,2463413,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,4898587,Diff in parking ac with INB facility,3151169,
800,CHENNAI BRANCH                          ,CHENNAI,1,11,CHENNAI NORTH,1,3199843,ATM CASH ADMIN DECREASE ACCOUNT,-51540700,
804,AMBASAMUDRAM                            ,CHENNAI,2,21,MADURAI,3,98731,SUSPENSE - OTHERS,-48000,
804,AMBASAMUDRAM                            ,CHENNAI,2,21,MADURAI,3,98602,INTER OFFICE INSTRUMENTS AC,-10776122.46,
804,AMBASAMUDRAM                            ,CHENNAI,2,21,MADURAI,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,2148695.75,
804,AMBASAMUDRAM                            ,CHENNAI,2,21,MADURAI,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-16000,
804,AMBASAMUDRAM                            ,CHENNAI,2,21,MADURAI,3,98751,SUNDRY DEPOSITS-OTHERS,11849,
804,AMBASAMUDRAM                            ,CHENNAI,2,21,MADURAI,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,48700,
804,AMBASAMUDRAM                            ,CHENNAI,2,21,MADURAI,3,3199844,ATM EXCESS CASH ACCOUNT,414800,
804,AMBASAMUDRAM                            ,CHENNAI,2,21,MADURAI,3,98576,SD . UNIDENTIFIED CREDITS . CASH B,2021254,
807,AGRI COMM BRANCH ARIYALUR               ,CHENNAI,3,32,SALEM,2,3199842,ATM CASH INTERMEDIATE ACCOUNT,-500000,
807,AGRI COMM BRANCH ARIYALUR               ,CHENNAI,3,32,SALEM,2,98731,SUSPENSE - OTHERS,-839182,
807,AGRI COMM BRANCH ARIYALUR               ,CHENNAI,3,32,SALEM,2,4597997,INB MISCELLANEOUS CREDIT IMPS,750,
807,AGRI COMM BRANCH ARIYALUR               ,CHENNAI,3,32,SALEM,2,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,1500,
807,AGRI COMM BRANCH ARIYALUR               ,CHENNAI,3,32,SALEM,2,4898587,Diff in parking ac with INB facility,12050,
807,AGRI COMM BRANCH ARIYALUR               ,CHENNAI,3,32,SALEM,2,98602,INTER OFFICE INSTRUMENTS AC,568758825.5,
807,AGRI COMM BRANCH ARIYALUR               ,CHENNAI,3,32,SALEM,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,12625104.89,
807,AGRI COMM BRANCH ARIYALUR               ,CHENNAI,3,32,SALEM,2,98581,ATM CASH DISB-CUST AC NOT DEBITED,-6600.47,
807,AGRI COMM BRANCH ARIYALUR               ,CHENNAI,3,32,SALEM,2,4897932,INWARD SUBSIDY REMIT - NEFT/RTGS,78360,
807,AGRI COMM BRANCH ARIYALUR               ,CHENNAI,3,32,SALEM,2,98751,SUNDRY DEPOSITS-OTHERS,137805,
807,AGRI COMM BRANCH ARIYALUR               ,CHENNAI,3,32,SALEM,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,151900,
807,AGRI COMM BRANCH ARIYALUR               ,CHENNAI,3,32,SALEM,2,3199844,ATM EXCESS CASH ACCOUNT,294000,
808,ARNI                                    ,CHENNAI,1,12,CHENNAI SOUTH,5,98731,SUSPENSE - OTHERS,-100186.46,
808,ARNI                                    ,CHENNAI,1,12,CHENNAI SOUTH,5,98656,SUSP - SC CONTRA AC,-4525,
808,ARNI                                    ,CHENNAI,1,12,CHENNAI SOUTH,5,98655,SUSP - SC CONTRA AC,4525,
808,ARNI                                    ,CHENNAI,1,12,CHENNAI SOUTH,5,98602,INTER OFFICE INSTRUMENTS AC,-214472033.4,
808,ARNI                                    ,CHENNAI,1,12,CHENNAI SOUTH,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,4268448.76,
808,ARNI                                    ,CHENNAI,1,12,CHENNAI SOUTH,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-34373.87,
808,ARNI                                    ,CHENNAI,1,12,CHENNAI SOUTH,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,130105.85,
808,ARNI                                    ,CHENNAI,1,12,CHENNAI SOUTH,5,98751,SUNDRY DEPOSITS-OTHERS,149292.4,
808,ARNI                                    ,CHENNAI,1,12,CHENNAI SOUTH,5,98746,SD - EXCESS CASH,21800,
808,ARNI                                    ,CHENNAI,1,12,CHENNAI SOUTH,5,3199844,ATM EXCESS CASH ACCOUNT,123637.88,
809,ARUPPUKOTTAI                            ,CHENNAI,2,21,MADURAI,2,98728,SUSPENSE - ADHOC PAYMENTS,-7700,
809,ARUPPUKOTTAI                            ,CHENNAI,2,21,MADURAI,2,98731,SUSPENSE - OTHERS,-178710,
809,ARUPPUKOTTAI                            ,CHENNAI,2,21,MADURAI,2,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,2219,
809,ARUPPUKOTTAI                            ,CHENNAI,2,21,MADURAI,2,98656,SUSP - SC CONTRA AC,38600,
809,ARUPPUKOTTAI                            ,CHENNAI,2,21,MADURAI,2,98655,SUSP - SC CONTRA AC,-38600,
809,ARUPPUKOTTAI                            ,CHENNAI,2,21,MADURAI,2,4898587,Diff in parking ac with INB facility,267500,
809,ARUPPUKOTTAI                            ,CHENNAI,2,21,MADURAI,2,98602,INTER OFFICE INSTRUMENTS AC,-255316391.2,
809,ARUPPUKOTTAI                            ,CHENNAI,2,21,MADURAI,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,9795706.46,
809,ARUPPUKOTTAI                            ,CHENNAI,2,21,MADURAI,2,98581,ATM CASH DISB-CUST AC NOT DEBITED,-2309.93,
809,ARUPPUKOTTAI                            ,CHENNAI,2,21,MADURAI,2,3199844,ATM EXCESS CASH ACCOUNT,124400,
809,ARUPPUKOTTAI                            ,CHENNAI,2,21,MADURAI,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,279200,
809,ARUPPUKOTTAI                            ,CHENNAI,2,21,MADURAI,2,98751,SUNDRY DEPOSITS-OTHERS,1,
810,ATTUR                                   ,CHENNAI,3,32,SALEM,1,98731,SUSPENSE - OTHERS,-217000,
810,ATTUR                                   ,CHENNAI,3,32,SALEM,1,98602,INTER OFFICE INSTRUMENTS AC,-695907515.6,
810,ATTUR                                   ,CHENNAI,3,32,SALEM,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,5291600.78,
810,ATTUR                                   ,CHENNAI,3,32,SALEM,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-2300,
810,ATTUR                                   ,CHENNAI,3,32,SALEM,1,98746,SD - EXCESS CASH,200,
810,ATTUR                                   ,CHENNAI,3,32,SALEM,1,3199844,ATM EXCESS CASH ACCOUNT,100200,
810,ATTUR                                   ,CHENNAI,3,32,SALEM,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,155200,
810,ATTUR                                   ,CHENNAI,3,32,SALEM,1,98751,SUNDRY DEPOSITS-OTHERS,50000,
810,ATTUR                                   ,CHENNAI,3,32,SALEM,1,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-33840,
810,ATTUR                                   ,CHENNAI,3,32,SALEM,1,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),22000,
821,BODINAYAKANUR                           ,CHENNAI,2,21,MADURAI,4,4898587,Diff in parking ac with INB facility,5643,
821,BODINAYAKANUR                           ,CHENNAI,2,21,MADURAI,4,98602,INTER OFFICE INSTRUMENTS AC,-269435124.6,
821,BODINAYAKANUR                           ,CHENNAI,2,21,MADURAI,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,2719407.12,
821,BODINAYAKANUR                           ,CHENNAI,2,21,MADURAI,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-63900,
821,BODINAYAKANUR                           ,CHENNAI,2,21,MADURAI,4,98751,SUNDRY DEPOSITS-OTHERS,35012,
821,BODINAYAKANUR                           ,CHENNAI,2,21,MADURAI,4,3199844,ATM EXCESS CASH ACCOUNT,59900,
821,BODINAYAKANUR                           ,CHENNAI,2,21,MADURAI,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,203315,
821,BODINAYAKANUR                           ,CHENNAI,2,21,MADURAI,4,98731,SUSPENSE - OTHERS,-42019.14,
821,BODINAYAKANUR                           ,CHENNAI,2,21,MADURAI,4,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,1693,
821,BODINAYAKANUR                           ,CHENNAI,2,21,MADURAI,4,98656,SUSP - SC CONTRA AC,3949,
821,BODINAYAKANUR                           ,CHENNAI,2,21,MADURAI,4,98655,SUSP - SC CONTRA AC,-3949,
823,CHIDAMBARAM                             ,CHENNAI,3,32,SALEM,3,98731,SUSPENSE - OTHERS,-538734.4,
823,CHIDAMBARAM                             ,CHENNAI,3,32,SALEM,3,98728,SUSPENSE - ADHOC PAYMENTS,-2500,
823,CHIDAMBARAM                             ,CHENNAI,3,32,SALEM,3,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,795198,
823,CHIDAMBARAM                             ,CHENNAI,3,32,SALEM,3,98656,SUSP - SC CONTRA AC,4106099,
823,CHIDAMBARAM                             ,CHENNAI,3,32,SALEM,3,98655,SUSP - SC CONTRA AC,-4106099,
823,CHIDAMBARAM                             ,CHENNAI,3,32,SALEM,3,4898587,Diff in parking ac with INB facility,9684,
823,CHIDAMBARAM                             ,CHENNAI,3,32,SALEM,3,98602,INTER OFFICE INSTRUMENTS AC,-2953963736,
823,CHIDAMBARAM                             ,CHENNAI,3,32,SALEM,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,15640763.8,
823,CHIDAMBARAM                             ,CHENNAI,3,32,SALEM,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-12100,
823,CHIDAMBARAM                             ,CHENNAI,3,32,SALEM,3,3199844,ATM EXCESS CASH ACCOUNT,248400,
823,CHIDAMBARAM                             ,CHENNAI,3,32,SALEM,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,102300,
823,CHIDAMBARAM                             ,CHENNAI,3,32,SALEM,3,98751,SUNDRY DEPOSITS-OTHERS,2778321.5,
823,CHIDAMBARAM                             ,CHENNAI,3,32,SALEM,3,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),1104290,
824,CHINGLEPUT                              ,CHENNAI,1,12,CHENNAI SOUTH,4,4897945,Sys. Suspense Govt. Challan with clg cheque,3467752,
824,CHINGLEPUT                              ,CHENNAI,1,12,CHENNAI SOUTH,4,98602,INTER OFFICE INSTRUMENTS AC,-113098279.3,
824,CHINGLEPUT                              ,CHENNAI,1,12,CHENNAI SOUTH,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,12123219.44,
824,CHINGLEPUT                              ,CHENNAI,1,12,CHENNAI SOUTH,4,98582,CUST AC DEBITED - ATM CASH NOT DISBURSED,33.76,
824,CHINGLEPUT                              ,CHENNAI,1,12,CHENNAI SOUTH,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-240436.58,
824,CHINGLEPUT                              ,CHENNAI,1,12,CHENNAI SOUTH,4,98556,NEFT BULK UPLOAD AC,773,
824,CHINGLEPUT                              ,CHENNAI,1,12,CHENNAI SOUTH,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,235600,
824,CHINGLEPUT                              ,CHENNAI,1,12,CHENNAI SOUTH,4,98751,SUNDRY DEPOSITS-OTHERS,1799280.78,
824,CHINGLEPUT                              ,CHENNAI,1,12,CHENNAI SOUTH,4,3199844,ATM EXCESS CASH ACCOUNT,334600,
824,CHINGLEPUT                              ,CHENNAI,1,12,CHENNAI SOUTH,4,98731,SUSPENSE - OTHERS,-1300057.45,
824,CHINGLEPUT                              ,CHENNAI,1,12,CHENNAI SOUTH,4,98728,SUSPENSE - ADHOC PAYMENTS,-525000,
824,CHINGLEPUT                              ,CHENNAI,1,12,CHENNAI SOUTH,4,3199845,ATM EXCESS CASH FOUND ACCOUNT,-5000,
824,CHINGLEPUT                              ,CHENNAI,1,12,CHENNAI SOUTH,4,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,29458.7,
824,CHINGLEPUT                              ,CHENNAI,1,12,CHENNAI SOUTH,4,98655,SUSP - SC CONTRA AC,9289,
824,CHINGLEPUT                              ,CHENNAI,1,12,CHENNAI SOUTH,4,98656,SUSP - SC CONTRA AC,-9289,
827,COIMBATORE                              ,CHENNAI,3,31,COIMBATORE,9,3199842,ATM CASH INTERMEDIATE ACCOUNT,-253200000,
827,COIMBATORE                              ,CHENNAI,3,31,COIMBATORE,9,98731,SUSPENSE - OTHERS,-3465559,
827,COIMBATORE                              ,CHENNAI,3,31,COIMBATORE,9,98728,SUSPENSE - ADHOC PAYMENTS,-20000,
827,COIMBATORE                              ,CHENNAI,3,31,COIMBATORE,9,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,7427,
827,COIMBATORE                              ,CHENNAI,3,31,COIMBATORE,9,4597997,INB MISCELLANEOUS CREDIT IMPS,25919.05,
827,COIMBATORE                              ,CHENNAI,3,31,COIMBATORE,9,4897945,Sys. Suspense Govt. Challan with clg cheque,7829408.92,
827,COIMBATORE                              ,CHENNAI,3,31,COIMBATORE,9,3199843,ATM CASH ADMIN DECREASE ACCOUNT,-64697700,
827,COIMBATORE                              ,CHENNAI,3,31,COIMBATORE,9,2399778,INTER BRANCH TRANSFER-SUSPENSE,-20000,
827,COIMBATORE                              ,CHENNAI,3,31,COIMBATORE,9,98602,INTER OFFICE INSTRUMENTS AC,-863604182.8,
